text,comment_length,sentiment_polarity,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_subjectivity,likes,num_replies,created_utc,source,source_id,video_id,video_title,video_channel,video_view_count,video_like_count,video_comment_count,video_published_at,contains_ai,contains_opinion,contains_societal,sentiment_label
"when chat gpt first came out, i was curious so i, a plumber, described a hypothetical house and fed it a set of conditions, and asked it what diameter gas and waterlines i would need to use, stuff like that, and it got it all right, and i think its still useful for stuff like that, id never trust its answer without running the tables and verifying the answer myself. some of the shit people trust it to do is simply insane and i cant follow them there.",88,0.9152,0.176,0.052,0.772,0.7076,0,0,2025-12-06T15:15:18Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,positive
The good news is that the resources needed to maintain AI probably is not what will effect those who are most concerned about it. The bad news is that the dystopian hellscape of unmitigated inequality in the best case scenario probably will be of significant concern.,46,0.6597,0.164,0.064,0.772,0.57985,0,0,2025-12-05T15:26:02Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,positive
"very well summarised. I know the future is near impossible to predict, but its very telling to me that the CEOs are claiming AGI in two years!! and the actual researchers and experts are saying maybe in 10-20 years It s like a game of musical chairs, but instead of the music stopping its the economy crashing",57,0.5619,0.09,0.031,0.879,0.40595,0,0,2025-12-07T03:45:46Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,True,positive
"I'm personally most worried about the psychological damage this is doing. OpenAI, Anthropic, et. al are basically being allowed to test their product on human psychology with absolutely no controls or accountability whatsoever. Probably the largest social experiment ever conducted, and regulation is completely dead at the wheel.",48,-0.9149,0.0,0.225,0.775,0.70745,0,0,2025-12-06T08:38:51Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,True,negative
"I'm thinking that all these companies are just trying to develop the next generation of AI, meaning something that can imitate human logic better and not hallucinate. I think they're racing towards that goal, but something is in their way could be just for now , which I think is optimization. They can't use the better, more logical AI they are developing in secret to process such large amounts of data efficiently, so it might either be the bubble popping, or a step closer to AGI like they're wanting. My concern is that the people in power economically and politically are trying to have power of AI in their hands when it gets developed and try to make it so the common people won't be able to mess with it. I think everyone should have personal AI way more powerful than we currently have some future day, so we have some control and not just the companies and governments.",159,0.8729,0.093,0.036,0.87,0.68645,0,0,2025-12-05T07:37:14Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,True,positive
"I note a disclaimer at the beginning of the video around the AI tools used would definitely help with clarity. With AI literacy on the rise, a lot of people can pick up on AI voices, scripts, and images with a bit of time. If one of those three is ai, there is a high likelihood it s all ai. Basically, I understand ai was used for the voiceover, this could be misconstrued into thinking all of it is ai. Putting a short bit of text that explains what is ai, in addition to the description, could help reduce this.",100,0.8689,0.101,0.0,0.899,0.68445,0,1,2025-12-05T14:18:23Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,positive
1 45 interrupted just as he was saying this is the AI bubble by a commercial for an AI app generator. Yeah there's something that would definitely be 100 Secure against hacking.,32,0.6249,0.195,0.059,0.747,0.56245,0,0,2025-12-06T12:40:56Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,positive
"discussed this with Claude AI looking for ways to make it work, the only conclusion we could ultimately reach is ""A.I is for entertainment purposes only""",26,0.4404,0.14,0.0,0.86,0.3452,0,0,2025-12-06T10:18:20Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,positive
"The worst part is that the American economy is in a recession right now, if it weren't for the AI bubble hiding that fact. Every S P 500 that isn't directly associated with AI, which is like 493 of them, is barely breaking even or falling. So as soon as the bubble bursts, the veil will lift and a proper recession begins.",62,-0.875,0.035,0.188,0.778,0.5625,0,0,2025-12-05T17:47:03Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,True,negative
i know AI is used to write the script for these videos but please keep making content without AI scripts . i can already see this channel having massive potential and that's my only feedback,35,0.4497,0.08,0.0,0.92,0.22485,0,0,2025-12-05T05:07:04Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,positive
"As another monkey, I can't help but feel anxious about all this. I wasn't aware of all the other crashes, but I do still remember NFTs. My coworkers say AI isn't a fad like NFTs but,... IDK. it's less about the product itself and more of ""everyone has to do this thing or else..."" It's like CEOs are FOMO'ing each other for every new thing. I barely hear about NFT nowadays, because now it's all about AI. But unlike NFTs, AI actually affects the entire world if their zeal",89,-0.7385,0.033,0.118,0.849,0.36925,0,0,2025-12-07T00:09:07Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,negative
"If the reason why they lay off workers is because they are no longer needed, the model can train themselves. And this is how AI will work - adding cheap productivity which might COMPLETELY disrupt the entire labor market. Except plumbers. Plumbers are fine.",44,-0.1027,0.039,0.048,0.913,0.17635,0,0,2025-12-05T09:28:11Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,negative
"AI Stealing creative works, Stealing personalized datas, Destroying the planet, and Causing DRAM and every hardware with DRAM inflation. Truly the future",22,-0.7351,0.172,0.325,0.503,0.36755,0,0,2025-12-05T12:01:54Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,False,True,negative
"It s downstream from the Baumol effect everything is explained when you check it . As services have a bigger and bigger piece of the pie over industrial production this happens. The average worker wants higher pay over time but the service industry can t usually scale like the heavy industry can. Want to speed up your engine production? Buy more machines. Good luck speeding up surgeries, concerts or dentist appointments though with machines. Only tiny increments are possible there Now that we put max efficiency into industrial production, next is services and the biggest cost factor are usually the employees. Now AI is the magic wand to remove or reduce this cost. They see it as the literal only option to increase profits further. It will collapse, however we can t know when because both governments and industries and even individuals from all classes invest into it and defend it. Could pop next month, could pop in 20 years. But when it pops we ll see an economic apocalypse where the Great Depression was a walk in the park in comparison.",182,0.9613,0.138,0.05,0.812,0.60565,0,0,2025-12-05T18:04:45Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,positive
"The AI bubble isn t so much of a traditional bubble. It s a self-sustained bubble. In a sense, no one can be so sure on when or if it ll pop the same way as a regular bubble would.",40,0.2002,0.069,0.051,0.88,0.2251,0,0,2025-12-06T22:10:52Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,positive
We actually know who has copy right on the output of LLMs like GPT and the like No one. According to USA law The question that is still debated is wither companies can use copy righted works without permission for their training data,43,0.4215,0.106,0.047,0.847,0.21075,0,0,2025-12-05T13:30:19Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,positive
"The problem is when AI makes music that is nearly indistinguishable from real artists, artists would have to prove their music isn t AI. That line is getting thinner",29,-0.4019,0.0,0.088,0.912,0.32594999999999996,0,0,2025-12-05T13:51:18Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,negative
"It's just OpenAI who might not have enough funds to stay afloat. Long term, AI is going to be profitable for sure. The numbers right now are the numbers right now, and right now is not long term. I believe Google is going to be very profitable long term from AI.",51,0.8122,0.149,0.0,0.851,0.6561,1,0,2025-12-06T16:52:35Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,positive
"This sure feels like the beginning of the technology evolutionary trap where we invest in the wrong technologies that don t have a viable future like electric cars and AI. We waste all our time and resources on them for no gain and prevent the ability to invest in tangible, quantifiable technological advances.",53,-0.3129,0.163,0.167,0.67,0.15645,0,0,2025-12-05T14:52:59Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,True,negative
They don't care how many burning jungles they leave in wake of minor improvement. To list a few - layoffs in favor of Ai over standard employees - increase energy cost pasted onto consumers - Ram shortages - environmental impact - stolen intellectual property,44,0.6977,0.235,0.151,0.614,0.34885,0,0,2025-12-06T00:30:03Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,True,positive
"Awesome intro to this complex topic and amazing visuals. Your team rocks! On a personal level, I worry about my long term professional value, always looking around my shoulder, wondering if my job were to be taken over by AI anyday now, while I can't help but use AI to support and improve my productivity. Am I digging myself a well too deep, too fast, so much so it becomes my grave?",72,0.8754,0.195,0.08,0.724,0.5627,0,0,2025-12-07T03:11:02Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,True,positive
"I think that the problem is that this stuff is government backed like many billionaires post-WW2. AI it's not about real services but data surveillance, war tech etc.",28,-0.7506,0.082,0.212,0.706,0.5003,0,0,2025-12-05T06:39:17Z,youtube,youtube_comment_None,LfQIJgU_W2w,The OpenAI Bubble is Worse Than You Think,MonkeyExplains,406675,21203,2396,2025-12-04T15:00:45Z,True,True,False,negative
